Address,Neighborhood,Bedrooms,Bathrooms,Price,Sqft,Term,Rented,Date,Source,URL
"639 Geary St San Francisco, CA 94102",Tenderloin,0,1,2845,500,,FALSE,2/12/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=6~4021885426309247571~PxLCcuobonglmkD7huVuldZD8sRpuneyoYOkAiTlUyp7hAc5pNiHt2guR6QfO12OeYc_MEbYYoWFrCfv-HqhWAu8n0jMS5f8CIr5mE95-madGGOnIz0lrHgC-5LAvXUfuCmWhj5bQ-1qEQzQANOOv-BTSs6xYyr_CKaDrXYcEvqGRfQ-FaaMUALsN2D2s5lCuXA6XksfQD36YS38uAX9LqssnrXknIZGNiNiX8xPbRpyOV1xyzxZQv-pJ6kI0FD_qVvNMqP4FK8Wpb6ivFIdZfF5KenGhEROB_o3XxWjrCytpi9Ad--FJsib7_cBu553kisf0huh_AVbwloQempWmg==&rwebid=23162098&rhost
"1200 Ocean Ave San Francisco, CA 94112",Westwood Park,0,1,2720,516,,FALSE,6/21/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=4~1197116187471109548~6IFLcoJe6j0yFXU4xLI3H3tLB88EhkhPRJPoMM5YSI34MmnrDCuf68WjjPiIdjzc6ZZlnJ_JJtxZN-lHR1dw9EOF-2V7biSEdV-iM4IfCbYp0EEAE15k0h4nPbcx6FFkTslnmWMDgZjzu39OX_lR2BusdDepAqdQbt-JN18VUqcW69ydr7L4zWP-EDzmesOuLiC_zl1AzCQ_FmTgKdp4HdinUu18ULGpzotY9Jb2AkgILDSHlbxAi3pa32f27Q9Kz7rN5tgSVQbgvCC3cG8uj2IldSPla7fJQoKcbiN_8k1jSb-JYR23fj27dIObOnJk2fgF13pjvAjFJ8Iwgma9Dw==&rwebid=22971215&rhost
"88 Howard St San Francisco, CA 94105",South Beach,1,1,3605,522,,FALSE,4/4/2014,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=9~8972490697133227616~_p2970vz6hOR_AqrHednLnan3oj7_LK9I80vUSGGL9KThdqnRQ66YXaRuWLtqM9usxeMmw9sM9NA4tP73sFQ_qPQUbdzLyk9mNZ0-NUqGFjBPtS9hYEZBzUZ2NkzL0mqnaHdak_wjmfOm3FhXvtDge5rM6udUwDRHwmfcGZxDt9MsfHB2J9jOT0tM3pcF1i-67yljIZp0VcvrUeEwkajza26C9MpKvyLNCcj3G0EPOx7RcWFTx5OvMV_1oAKJfFUDy_uVWOEU2Y2D-Sjg7chOWArWWHzWa6A-8Yk5GDxOWRk4wVaAXEE6uPckqZo47JopvDPKa0Sl4f4Lj77S483wg==&rwebid=22988426&rhost
555 Fourth Street #912,South Beach,0,1,2950,525,,TRUE,11/11/2014,Climb SF,http://www.climbsf.com/for-rent/555-4th-st-912/
"255 King St San Francisco, CA 94107",South of Market,0,1,3075,533,,FALSE,2/6/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=9~9015699235552714342~BLbHBHGhict-nMEEwryWAWyKfswIVzvrQQReLOAFGODpXf5RqE7t_IujR2ljdCrEAPo-7tl1FlYBUT-SG926s9U5jR_Wk8toKNi9WfH4zhZmcJh30W9pAqCBDIwd_RjBj5iAf2-oDkHAWsUHikEQctHQeG62IXcPLs1wy_mKWauD_e4AM1Z4p40oJEIGP__e9yNTJd_5TVAtGM5F-X0DRzetKqeWWFgqpqZwnmctvXUJsqoob8gQO6xjH3hR0rRTPAq3cGNPZ8AykpsMKKOwm_YpQZdLCMgsJPi9W9Vndlh7W40eOQxNoHteVaFVJ--h-MB18BqDa97YLJdOFzQbVA==&rwebid=23015003&rhost
"1 Saint Francis Pl San Francisco, CA 94107",Yerba Buena,0,1,3182,533,,FALSE,2/11/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=10~6030974951703155292~yA6erkjkLpea-k9mqhbbgwu0TpVCdncnfDKQ2dvQqgzxItvNyaud1jP0BNbBSQBI-kkWsq3RyRSkRxuTVYZzZjO5kemtZD3GanCdiqxE8WQD5YEn76DZ21OPn0XIS9KWyfxJ8uxSc0CnitdjSGZb5DycH9eavGgOnddZ2xKx6i7pstkJ7JR-zO2GvqoPqtG58A4kF5Y8qGu5kig3i2mOkTw8H7jb-QAQ2yOs6kSn-uNyMQzNXaxNBIhhtOkhBKd2LduH1HBiTZVSi34C_bn1zMR-EsAprOlc0FkBbxeHtHLGmtEeYfMUD5FjnYJuW9lqUBpnO5XUgclGJmKYYVl2Tw==&rwebid=23526732&rhost
"1 Saint Francis Pl San Francisco, CA 94107",Yerba Buena,0,1,3024,533,,FALSE,6/9/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=9~431846737337878122~CxLlFOQrk2J969vCRAblpNzVLAuEaOEOPQmKu-p9sru4vyD215FwDJllKMYj1Zvra8Bgs9vqFfiJmuFsQpQFjJJ-kKxcDI9xquOTPBwa8xBHn_L0uulmhPob3xt7vfgzRSRNTDv8XKp6u4zSLftl7RjEfr146VTo7FZXgwhbztx9YC1S4cj2lzrWC5PKdi5SihjCowMYenBxN4exc2dC91CmMmKqyLMGk_ZMYlCHFhNJfbwBhN3gKNWN6QVwhEz20P9g39EqOhKVukbx4graF13rb2S4jXAy4SYdRyt3iqzW3FmWV_5ouuFdqGuKETBRv3SC1SkFAO1a5xOuAMUG5w==&rwebid=23527346&rhost
"1 Saint Francis Pl San Francisco, CA 94107",Yerba Buena,0,1,3024,533,,FALSE,9/18/2014,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=9~431846737337878122~CxLlFOQrk2J969vCRAblpNzVLAuEaOEOPQmKu-p9sru4vyD215FwDJllKMYj1Zvra8Bgs9vqFfiJmuFsQpQFjJJ-kKxcDI9xquOTPBwa8xBHn_L0uulmhPob3xt7vfgzRSRNTDv8XKp6u4zSLftl7RjEfr146VTo7FZXgwhbztx9YC1S4cj2lzrWC5PKdi5SihjCowMYenBxN4exc2dC91CmMmKqyLMGk_ZMYlCHFhNJfbwBhN3gKNWN6QVwhEz20P9g39EqOhKVukbx4graF13rb2S4jXAy4SYdRyt3iqzW3FmWV_5ouuFdqGuKETBRv3SC1SkFAO1a5xOuAMUG5w==&rwebid=23527346&rhost
"45 Lansing St San Francisco, CA 94105",South Beach,1,1,4025,535,,FALSE,6/9/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=10~7424045800998244397~gS_eC0obaTd7VGDxYZQfVcn_oVGyWaglHcyJ0dadypYeEcWnvwmv0r7gG6dSySYH-QagX3DMQj1jcvsdi4fPFYkgpKg7rGmoU-JlkhFqMa_AcnyeTas_FSwp3TWFgGYgzI_jX7D0dg2OSxcxCJtWhy9scDf4x6s0OiWnsRqCUn1KNUTvHPiljEFHwDAo7edLaUeNqATYc4plSgERd0VowF6nxWeRgpZURu1UdjnngKzUT2LEgQTSXokZG2BNfKNFfgPcZadtWNRZX9AkNSuhSkK442b4Vu9vTER8sf3wW97Us5AGK0rZOqNa6uB53j_ED_FfN-S66NenmITPeygT8Q==&rwebid=23063381&rhost
"88 Howard St San Francisco, CA 94105",South Beach,1,1,3630,539,,FALSE,6/23/2014,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=7~191858408557980490~qtsTA-eD3e1PNlCiLf5wSLfJNBHf-dvHoEmf0m3FgioCUuu9NhTVORcHsT-cAT9xy5qYpoByfbgc0BMxBC6bydw6Bjv8ni66KiXWwKuEtnDAiHbytWniam9KbVdbRhbfUu8ukFDhcM0KwnUiJKoEM3Th4aHMlSU1jTGBRzx6keRD5xHGyVaruufqmNqbj6Fv8i0ZMxFAmIPsZj4eA76GIQ8GjcaRuSWdpp00T_jUSYGr3U-RJadn7VvZhHup4ul66uGA5N2pGgwb6T17gISPWLuknrkC2NPWzJzQ21cpON-OD_SY3AcuPtB7x-i_rgL4VvpT4aWO1YpmrGCgtXc-Hg==&rwebid=22987951&rhost
"45 Lansing St San Francisco, CA 94105",South Beach,0,1,3375,539,,FALSE,6/9/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=9~3721677451997457767~bpAYSFNVd7vIDJ3cO2fHXrCKXuA9s7utjfGBbWkxaZ020QAFqNCaO8jMYKq_4XwWvBS-cBVK5voCDabjRgvKPD4pGVIhq9DilQevW1XmaaD2-G4KEdh8yY2rmEgmz9ukwsuKYKLgY6OPJ6mNmTC8djlXEyfgv5Y8NJFH28l7OaqjBWtkfJZaXfsFV7jv-9CgNWWWZHcXamMVj-H96auWDkCejF1XB8oGpRLxELAUaqxwQ6yTzz8wtRr0kOD0hrxQAhvoBqlb4QiI34RQt1b7SnvCC1G27Ab1fjPt0WzRbLk7SXC0nSFe65BJwrr6NiMt_6cgxxiahVFqOiQsQGPyQA==&rwebid=23070736&rhost
"45 Lansing St San Francisco, CA 94105",South Beach,0,1,3575,543,,FALSE,6/9/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=7~4008219145186877242~bum7wGxfmLtOvRiT4CpGcr8mGBg2RskSqqQ4z_VnbZB11WZeyiyip8nqScZ9gmtISYbX_GOgnsDKuBPcqhle_sCWf3IdJ47s4GYVthPXIaCy7e0Uvnuvi6DwS-OLJZWrnodQeRI9qL_ynG8xo-ijs2kZTtqX4optkpobcpx-aALZxJ3bWl5Ikzrj-D8jUCE7EqblWwWu_JDXdS-2SlEpxA5aw0tJw8Lu11IOgQtMvkHLTmlUJzWdrtcvpG6eimR4dvVniCqLOm8X7z11gTkytUNHTi2_R7JoRUqWXWAvGLaUmkd5lRd1oO7XVIVn3nreLsAfpWHprOt213cPrfd8Xw==&rwebid=23064764&rhost
"355 Berry St San Francisco, CA 94158",South of Market,0,1,3343,545,,FALSE,4/20/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=4~6367999921294356640~ukau75ASwhMCtCYvJTB5vjHS2dpJLL47Gagyg2vpcbvqGnwEk7ulewdhdJo6VyEy4TzNYAPE_y4xt73rZCH6H6kLxifnoMX6kGAFsoHMcdKfgr0kOZvu_SaVmlAhm6yXdldVsXHA3JqhjByXvOL8M9r3spDYdAsN8NLx_CWYRossD8lP5m8alMFBfLukkweBeKZoYvS5se39zCFGqsg_oyc2h_dsiSeGqWpab-LNavhWwgXIwc9pjyj-Ot-dGybCyGMuJjUoUGZ6VkOSbgDShRSFrikJyEYRlQ6c14Mqxe6iPxa-SlXmf-LzSXMQ_ErEYIVJfmpy6UTFVO1CrpBPnw==&rwebid=23152950&rhost
"355 Berry St San Francisco, CA 94158",South of Market,0,1,3343,545,,FALSE,1/15/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=4~6367999921294356640~ukau75ASwhMCtCYvJTB5vjHS2dpJLL47Gagyg2vpcbvqGnwEk7ulewdhdJo6VyEy4TzNYAPE_y4xt73rZCH6H6kLxifnoMX6kGAFsoHMcdKfgr0kOZvu_SaVmlAhm6yXdldVsXHA3JqhjByXvOL8M9r3spDYdAsN8NLx_CWYRossD8lP5m8alMFBfLukkweBeKZoYvS5se39zCFGqsg_oyc2h_dsiSeGqWpab-LNavhWwgXIwc9pjyj-Ot-dGybCyGMuJjUoUGZ6VkOSbgDShRSFrikJyEYRlQ6c14Mqxe6iPxa-SlXmf-LzSXMQ_ErEYIVJfmpy6UTFVO1CrpBPnw==&rwebid=23152950&rhost
"701 China Basin St San Francisco, CA 94158",Mission Bay,0,1,3201,548,,FALSE,10/3/2014,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=2~1000127776442432165~LzFhhNveuWTwcCaOIz5BD8vJ7n1jo4XTi67t3EfIledZ3prOtrjXzQ_2Nsijq0wAYNTT0a3RbZ-YuHZ9R1jAN8f6LZ8TZ3StNa85cItE2hI17p6tl-Dn7hokavWRum_ahYez1CQG2LQmq6OjqSQA7ukbG5Q8cJVpnnZM-1IzO-C-2vNYaU3udC871JH9NaV8YvNR2_p-m9Rz4KLV82whEVMtcqBBDhPNU0XUSrHQDbzjO94hlD29P3BI9qpouZzoRW_ntOUfKB91GhvBc_DfU7C7dIC2mHiD05azS8VXYW78n5wEAa9BauclSARVRJlFUUYswWKB6PCy33nIn_9DFg==&rwebid=23178484&rhost
1921 Jefferson Street #302,Marina,1,1,2600,550,,TRUE,10/29/2013,Climb SF,http://www.climbsf.com/for-rent/1921-jefferson-st-302/
"900 Folsom St San Francisco, CA 94107",South of Market,1,1,3868,550,,FALSE,2/16/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=9~5199111565316995435~smHHE05oVgdKAu4ywRTRq2AFK3UQNZV-4uJscBQMwSxzbqcnr86Z-9JviwxjlU4AcN2DHPsnIFAmeU1Y62GDVAJXZ2eDd4GHVZaDzvVc1axC9TbLqT5pexuNzvdYw2pPd71ZSqHejWHITRuf-PISW9shSDBlF2NVauURN1HvH-fvpbKY0BliwHrvfNqWIEJfwxhzQZVvLovuqyc9j-wJKLWQIaFldkeT1xLp2DGT3-2c6yJ9TYpG_rYhayVebJPh59dqnpF-H1jUkYDMiP9SFPPFe7vndwemq6kp0-0zeIKMc-jVVQgAryryo5o6YRUyFxxEe5bhrNKwkVVliygpgg==&rwebid=23351614&rhost
"1155 4th St San Francisco, CA 94158",Mission Bay,0,1,3353,552,,FALSE,8/7/2014,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=3~3425464364352445681~iHxbHTdyCsFsl47i9THtPgn6lwAIrFvx2MO1-aAgj-V3N8QhQdF5rWmTGppvlp4ZZNLqmQaFS3IC9ew7GgM89gw1RelWCywuiy89jYwXiJbq9UxGCVw9MOIaOHSAGPk2Y0FzQiwZ_FnBALN_aT1n7Y9oLApl7-qZdrK54t4vgoA9AkqdUjXQ2W9iU5Eq2KB-P27XMc4nNTmrESO5nrClpZepCg2XXJFB73Ln0SC7iN3LKsdJfpP2Fknvf623n3IqGOCjrtK2R_RkjMtT2G7Fr92c1QKmPx9JA2-vA4vfA-nf3081fdZV1SgvZ8ESdhJxiNpjkCnHO4IhTD4DO-mr7w==&rwebid=23146152&rhost
"1285 Sutter St San Francisco, CA 94109",Van Ness - Civic Center,0,1,2983,553,,FALSE,6/8/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=8~7239400544258739483~iPctLz9YYni957Yh8fWL0QnSo1PsHmSClvPegZa8MjFX99cAccEpqcyijsOAQiwWSn01iJNwRStJ_t-EEYnC2ZvkUI0D9Q7EaoQ47tRuMzpK3MNrlfIjKNi1c356ong5s7d73YpJY7U665BcsfxpUPWcLXyBtPtxwoT9BJ62Mk0BRa1od4GWemV0cyw5Pfk3ypqWGm2JzZaVhN60MvoUh-mHO-ez3kmr5JdoGTWq5_YTVh4JZ8HG8Lmaio6j31FhezXjx7Av2JtkdzwnMcGbt1HCuVTjJb1RxsuhDaKVKmhmZIFZTu47XdDWDaNNEFWTcIng9wUHF-f_g2wogZgEYg==&rwebid=23518826&rhost
250 King Street #553,Mission Bay,0,1,2975,556,,TRUE,5/13/2014,Climb SF,http://www.climbsf.com/for-rent/250-king-st-553/
"965 Sutter St San Francisco, CA 94109",Downtown,1,1,3495,556,,FALSE,2/5/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=5~6197806037431489718~bUGk8XF3y89XRzD9bMtbe3s1ZeXdQJ9pZ-l0i7vRDrgnt1prQY5vKAZ9Lh2-3uID_ZDDDpbOGIWi56-L9G2i_xX_vSNtelZmxk1jmekdEXkMpRRHWPsI81SBPvuKG1tFL1zoC9kMtyjx190hCDz81mocWrmE_knMGSSb3Dm06AuEyXwJrSXR5Nim194K6Oo8kXm1fbXoXL8YUlZyzKETInmis7vcE0KJQWZOJDOw3B-jiNxYWb8qCrCBCS-mjsEf9J1yk91MoPNKarGxWVKWrlPj0kKHOSrC8MbFTOpYFNKEHzF-_BLU5ATRczQLiGwNxvhDP0OYjviLctGmbUIQ8g==&rwebid=23158595&rhost
One Hawthorne Street #16B,SOMA,0,1,3200,558,,TRUE,5/19/2015,Climb SF,http://www.climbsf.com/for-rent/1-hawthorne-st-16b/
"325 Octavia St San Francisco, CA 94102",Hayes Valley,1,1,3690,562,,FALSE,12/22/2014,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=6~6776978040672554935~hkTfAg6cYqRr6O6ay9JMR8gn74UhWA4ZYfVN9XSRs9CmJh-56g6faocjF7y2Jc__16dcNz7uj-NY6sqbs6CAK0AfDh7EzA25wN2e6VtP350jagjuJVYnNYyBKRDcHq_FLvo3SVzTyyLLYC2t4lAgbkusqeXKtjVU_L7-kp_Zodmj4zLa8k14-xwUgaLA8bqWlHBqCBAqRccSqb_oNmoKKjz5dqGFgJYUojhGRNmmjaNcgA7jHuix6oJJSb3WJqg85IZseQHWWJW0LwRs899N30Qq2m_3Z4ZlS7z0HrME4tFWtV1iUYk0M2gPkGZzuik0yEERXc_0ZXPjCctWQa6T-Q==&rwebid=22998563&rhost
"1 Saint Francis Pl San Francisco, CA 94107",Yerba Buena,1,1,3434,564,,FALSE,2/11/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=1~8477409627513100901~dp_Pdi9yHLpBorbO8USo25VjXqcdMxq_zsljGx-y2DlwtQQhxTIp9S18WitbniAxjBBLICXoYcWK7t_AkO8NAKe2w2kZCHXDReRQ1lGwjHZLJEyFpBxb0pBd__HQQlGx4t8l2SY3ZxqPKkgv631dJhOf_YMdrM63oiX6CsdWyhVOfZ4ootbbYMDOS0wx1SlVUyTEhRT9a_McuMZIi6bKA-JMqLbJiuH2UmOlVJBeMnVmgFMxLP1YirKdeOoASU74gO9eMy_2NrKBGR3f1wyiNn8wBIGva7EckJiiDRn1CYkmLCvD2zfK3Io3TJcOcj1CDqdn77Tldlz9tLluRWmpaA==&rwebid=23524129&rhost
6400 Christie Avenue #3406,Emeryville,0,1,1750,565,,TRUE,2/11/2014,Climb SF,http://www.climbsf.com/for-rent/6400-christie-ave-3406/
"355 Berry St San Francisco, CA 94158",South of Market,1,1,3658,565,,FALSE,2/28/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=4~4761457434665143868~jhzyEflxdFCKfVJx7T9SwEsf5l0ZeWDUIsUuFUjlIZtY8w-wfbXRP1-PSdz9dhRAiLaAQ6WfSOILlKd6Vy3ga7_kjT4pSl4QT8Tz4yxuvAjPsTR7hM8f0sb82sq1kNlk-qKcbYKFTmGINTb8tFWwD9dTiCQd05OIIUw1ow2pGzvrIkbFcIJgssohb142AWhVZ3dEU2QsyvtuZjBV3L06Zeug6g3KHofn73e6DsGidAwgNmm64uLTSMzAwrLUbObioOmEzNHbv6QYyITXnuMXrBArmXpx75YeKc51DoSBBO1UbbI-GN2TCFSvrNFustUn5_HGRJLQjsEV5Zn9Tb_TlQ==&rwebid=23151461&rhost
"965 Sutter St San Francisco, CA 94109",Downtown,1,1,3475,566,,FALSE,2/28/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=4~4411875017424814900~mWOw02ClIiPaNMmFS520jnAMwn0LQxkSON9AIwBXq663fyZI6xoBPuH1H8phqu6JBHkY3MBjfMQNFoNESUVBZ98mo6pf5m4NTOQnVG8alvZmzzQNW0nFHSkRmkQNLtzLe1nIpRSHtSk9UlDRJO2FJhOD9pxPSAcRvxNd_zEnjmbg6g10Xwvf6PhoBv0fmg2xFdB6XaBLdV6_PR5TzzfCYMfyB2pf9Wb0XCvPWb6PWcshJaHxtzN84H03RFp9YxTqOEl_9PrwqiGSzZdR2tb4cf6iJVakCAK2RmcEr3q5K18s2MeBtr2a09-27On13xY_KMlZBGiYdcJN2X-e1uu0gA==&rwebid=23159131&rhost
"1200 Ocean Ave San Francisco, CA 94112",Westwood Park,0,1,2840,567,,FALSE,5/28/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=1~319071269863066611~LXS7nkFC35UomYWgeZrOaMPrHufqsNM1MB8fTgx5987tr0CmZRHzKQsGufnrNAugt30paR9qIvCWcQMTgAW1bwGkncRYbsJgi9bBf8s0mnodOL0k-U6kkEg5hdtrfUpHIPwxGKL51orD4YQ1BeQKWlvF2TXPQIA-J0Az3tTk2DRf2BVsjCMJvSuD3cKfiY5_0KFB20vWXwSLDWrEZrXhVVCFdS0xjIoLRkM2aXVBh-7Wsl944ZYdySai8u3870QQ5bffCjMQQsteiKmzG19AHYRf91_19ZyEh59AcZn2Co7KWPpQNd7MIKAlaPpIFgQvpJ6yh9pi45KtsDS_8jlM5g==&rwebid=22970227&rhost
"1200 Ocean Ave San Francisco, CA 94112",Westwood Park,0,1,2840,567,,FALSE,4/16/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=1~319071269863066611~LXS7nkFC35UomYWgeZrOaMPrHufqsNM1MB8fTgx5987tr0CmZRHzKQsGufnrNAugt30paR9qIvCWcQMTgAW1bwGkncRYbsJgi9bBf8s0mnodOL0k-U6kkEg5hdtrfUpHIPwxGKL51orD4YQ1BeQKWlvF2TXPQIA-J0Az3tTk2DRf2BVsjCMJvSuD3cKfiY5_0KFB20vWXwSLDWrEZrXhVVCFdS0xjIoLRkM2aXVBh-7Wsl944ZYdySai8u3870QQ5bffCjMQQsteiKmzG19AHYRf91_19ZyEh59AcZn2Co7KWPpQNd7MIKAlaPpIFgQvpJ6yh9pi45KtsDS_8jlM5g==&rwebid=22970227&rhost
88 Townsend Street #426,South Beach,0,1,3099,581,,TRUE,11/24/2014,Climb SF,http://www.climbsf.com/for-rent/88-townsend-st-426/
"8 10th St San Francisco, CA 94103",South of Market,0,1,4005,583,,FALSE,2/11/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=10~5509427450392873365~gbpYsUtfBY_x4cV81Of6gc4vGQEGGcu7r5KZhg7C7ds3YjRAJV8pny-vO8Uf_cpiAiXtM5drMbfWPdgz43iUmslmlFYPAV38btNGpPc27sdrB8IE0E0zi5vdtvE6zMNWFlS5pG4e1jpZ7Px_dpNfwSpb0O8rqo5unbJzgMWAI7M4JsYgLqWcuZlm-1iXOiu0HnOle_e1Zh5O72prIKSV_IOzoxfq3PFW0BPT-5fTpjpHS5a4-9p7NHmS-BH_QZfvF1oHDelTYKd9HCeYl3G9_oBGcZx2UzFFrpxgka7FeOnMn2RoBIRS3MN-RIJnj0Q5zigMKSRYaiucyvWMe6saAQ==&rwebid=23189655&rhost
250 King Street #604,Mission Bay,0,1,2975,587,,TRUE,8/13/2014,Climb SF,http://www.climbsf.com/for-rent/250-king-st-604/
"55 9th St San Francisco, CA 94103",South of Market,0,1,3445,587,,FALSE,6/6/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=4~7674669760590037178~5t-HRxshUQXpQE5Wz31dWUTkOGKW_Bkx-6Sisl3qTicmbHwhseB7tF_uvA3KYlWNp-DfB5blr-34bypFW8-fwzJ_7enJN4uvNHdA4QVOh5aOoDD5v-t_Dc4JHlu6SXDHzZ9Z3osmdqjvte4Gi444rQBLDUGGNHk_T9AHHSCyrLm9rMUBTItzi6XzuBsRAx6fLPmB4o5I5z6YlFvOOO1a1azfrGEHyYJ5WZMC8M-b57dmgdIjKVxIB4AxGiw9GtGWIJ44XxvBlKV5rJtI-fP2Zfi7bQ_AZCoJ6zjjZKRBj9PyiDvtiZlWbG0XAm0k4BnI_atpc3u_gGejmsUHfjhWRg==&rwebid=22993697&rhost
"55 9th St San Francisco, CA 94103",South of Market,0,1,3445,587,,FALSE,2/27/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=4~7674669760590037178~5t-HRxshUQXpQE5Wz31dWUTkOGKW_Bkx-6Sisl3qTicmbHwhseB7tF_uvA3KYlWNp-DfB5blr-34bypFW8-fwzJ_7enJN4uvNHdA4QVOh5aOoDD5v-t_Dc4JHlu6SXDHzZ9Z3osmdqjvte4Gi444rQBLDUGGNHk_T9AHHSCyrLm9rMUBTItzi6XzuBsRAx6fLPmB4o5I5z6YlFvOOO1a1azfrGEHyYJ5WZMC8M-b57dmgdIjKVxIB4AxGiw9GtGWIJ44XxvBlKV5rJtI-fP2Zfi7bQ_AZCoJ6zjjZKRBj9PyiDvtiZlWbG0XAm0k4BnI_atpc3u_gGejmsUHfjhWRg==&rwebid=22993697&rhost
"2211 Stockton St San Francisco, CA 94133",North Waterfront,1,1,2895,589,,FALSE,10/3/2014,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=2~4009862660612671406~Nzftil88FKZGm2lVJOnDxfbxLSzJG-BYgkZOaGrmZbp1n6UIHOo97zo-0zOFmAKe5iucppIs9eIEBAArExKCTlTlbG_-R3QxKu4VMsT8eXFVbCPcLjEKxelfe2VL0zAFU2h_Fqnuq2qF44fMTI8KuFLBnWC7zGcbqdqow3czIpbZU83YR2ioGraJDVlctlRZz4zuWL19wFEx04CjRa8wsyNXB1CsdIv0ccOLu-skcWRRXGMKfUe6p1knTgL403F-NrxjVKTxpGei-BwpVONE7KfUNkl2S66HoxyJ4fbnEnu_lUf325jNLsabxX_eF23vZVd-ymr1kIvpxgpHwgBa9g==&rwebid=23154472&rhost
"1390 Market St San Francisco, CA 94102",Van Ness - Civic Center,1,1,3043,591,,FALSE,4/4/2014,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=6~6371631281853797828~LGbHoicKPbzA0membhNIyPZdgCE4P-pa_lQVqDzD61JULst0fQdlDCP-DdbO26sXpB5zMi9DWPlHBRiQM6Uuwv4g1Tu2yoHHDLRtnEm6sF8zKGYK4ZO4JwqgactKd3oOlPDqnpaIpBQ1ACj3gqtwCuy-CHB6FkGNkl_-rg8Yen7unj97UbpOxK-XMB0G9yf2pVKBKY-S0saWZn414k91Soe0zdw9kUpBTPOD5Q2e4iHAz-SEc1deJj2Ab1EPXK7O6IwgwpAsJ0A6InK0_J4ZOSnkW3vT8yaNtk6LSO5aOOo6tBGR9SfnA22xfveIzRQu4EqDhI-WnB-8hOdT3nb9Pw==&rwebid=23361335&rhost
"1390 Market St San Francisco, CA 94102",Van Ness - Civic Center,1,1,3559,591,,FALSE,2/20/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=1~4159899431783341151~mtM6mzIHNJtfNLMZXSnXeIjXvQZu9I8pEG1y3leFkTREBngEW2oA_vvgFIV_m8eEfpn-2sKt8G0F29zmXwu_DBvrMTQ29sSwATAblTDNH5b_XX70B9h_Y6HAy-eK8f3k-om6OPE9r4vIyTJ1U45rx_B8udoDKNiZ4wpgMZQJ9JHoPVuPQz45NtKcKgxjvijZiCHEyI72GDabo3d4gTZNx2dimLw9Glt4Tls-suvXMh5igbdvKn-RNdls6-OEM4DFVn_XEM9Mjf8M2ikbLi_Qf8BXpdLrhnjTtxC2KysQXzTS7frM3n6vI-lMDRyzyAUjbyn7Xy9e2jheOoZDtB2YNQ==&rwebid=23360414&rhost
"2351 Powell St San Francisco, CA 94133",North Waterfront,0,1,2895,595,,FALSE,10/3/2014,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=2~5532337732594721939~n-6DXqqf2fvXZMGkJ3oTFZVenX1Q2sXqHQJPPUImgPg-UrBox27mokxhq_e9UmtMzepSTZrLnA0D-IrCwSiRSOfecTvmEOmvtFWIAPKkBF4sL1S3r92xJehdKwCpJYq5foDI84AdIy-tfuqhLCwgp5S8VAR7dTQgPryFrJDYsobU4AlndyGuOaN7HKr6yZrdaRNOBXIVweVQcA7C7On5Tiu4a3yKl8Gjgjl6871P8YTedewzlqJC_Xt9G1h6ljzsGzAJ12QkT5D96qQXGEmYHHsoVg8tkSUJFjuEU-d-Pos9PUxO8-xlDDy28YoWfOGq8LlNPyIf3zskNeJrcn_Y8A==&rwebid=23157010&rhost
